consistent, condition, timestep, subject, correct, which
0, bbaaaabbaaaabba, 10, 77, 1, 0
0, baabaaabaaaabaa, 10, 77, 1, 1
0, bbaaaabbaaaabba, 11, 77, 0, 0
0, baabaaabaaaabaa, 11, 77, 1, 1
0, bbaaaabbaaaabba, 12, 77, 1, 0
0, baabaaabaaaabaa, 12, 77, 1, 1
0, bbaaaabbaaaabba, 13, 77, 1, 0
0, baabaaabaaaabaa, 13, 77, 1, 1
0, bbaaaabbaaaabba, 14, 77, 1, 0
0, baabaaabaaaabaa, 14, 77, 1, 1
0, bbaaaabbaaaabba, 0, 78, 0, 0
0, baabaaabaaaabaa, 0, 78, 1, 1
0, bbaaaabbaaaabba, 1, 78, 0, 0
0, baabaaabaaaabaa, 1, 78, 0, 1
0, bbaaaabbaaaabba, 2, 78, 0, 0
0, baabaaabaaaabaa, 2, 78, 0, 1
0, bbaaaabbaaaabba, 3, 78, 0, 0
0, baabaaabaaaabaa, 3, 78, 0, 1
0, bbaaaabbaaaabba, 4, 78, 0, 0
0, baabaaabaaaabaa, 4, 78, 1, 1
0, bbaaaabbaaaabba, 5, 78, 1, 0
0, baabaaabaaaabaa, 5, 78, 1, 1
0, bbaaaabbaaaabba, 6, 78, 1, 0
0, baabaaabaaaabaa, 6, 78, 0, 1
0, bbaaaabbaaaabba, 7, 78, 1, 0
0, baabaaabaaaabaa, 7, 78, 1, 1
0, bbaaaabbaaaabba, 8, 78, 1, 0
0, baabaaabaaaabaa, 8, 78, 1, 1
0, bbaaaabbaaaabba, 9, 78, 0, 0
0, baabaaabaaaabaa, 9, 78, 1, 1
0, bbaaaabbaaaabba, 10, 78, 1, 0
0, baabaaabaaaabaa, 10, 78, 0, 1
0, bbaaaabbaaaabba, 11, 78, 1, 0
0, baabaaabaaaabaa, 11, 78, 0, 1
0, bbaaaabbaaaabba, 12, 78, 1, 0
0, baabaaabaaaabaa, 12, 78, 0, 1
0, bbaaaabbaaaabba, 13, 78, 0, 0
0, baabaaabaaaabaa, 13, 78, 1, 1
0, bbaaaabbaaaabba, 14, 78, 0, 0
0, baabaaabaaaabaa, 14, 78, 1, 1
0, bbaaaabbaaaabba, 0, 79, 0, 0
0, baabaaabaaaabaa, 0, 79, 1, 1
0, bbaaaabbaaaabba, 1, 79, 0, 0
0, baabaaabaaaabaa, 1, 79, 1, 1
0, bbaaaabbaaaabba, 2, 79, 0, 0
0, baabaaabaaaabaa, 2, 79, 0, 1
0, bbaaaabbaaaabba, 3, 79, 0, 0
0, baabaaabaaaabaa, 3, 79, 1, 1
0, bbaaaabbaaaabba, 4, 79, 1, 0
0, baabaaabaaaabaa, 4, 79, 1, 1
0, bbaaaabbaaaabba, 5, 79, 1, 0
0, baabaaabaaaabaa, 5, 79, 1, 1
0, bbaaaabbaaaabba, 6, 79, 0, 0
0, baabaaabaaaabaa, 6, 79, 0, 1
0, bbaaaabbaaaabba, 7, 79, 0, 0
0, baabaaabaaaabaa, 7, 79, 1, 1
0, bbaaaabbaaaabba, 8, 79, 0, 0
0, baabaaabaaaabaa, 8, 79, 1, 1
0, bbaaaabbaaaabba, 9, 79, 1, 0
0, baabaaabaaaabaa, 9, 79, 1, 1
0, bbaaaabbaaaabba, 10, 79, 0, 0
0, baabaaabaaaabaa, 10, 79, 1, 1
0, bbaaaabbaaaabba, 11, 79, 1, 0
0, baabaaabaaaabaa, 11, 79, 0, 1
0, bbaaaabbaaaabba, 12, 79, 0, 0
0, baabaaabaaaabaa, 12, 79, 1, 1
0, bbaaaabbaaaabba, 13, 79, 1, 0
0, baabaaabaaaabaa, 13, 79, 0, 1
0, bbaaaabbaaaabba, 14, 79, 1, 0
0, baabaaabaaaabaa, 14, 79, 0, 1
0, bbaaaabbaaaabba, 0, 80, 0, 0
0, baabaaabaaaabaa, 0, 80, 0, 1
0, bbaaaabbaaaabba, 1, 80, 0, 0
0, baabaaabaaaabaa, 1, 80, 0, 1
0, bbaaaabbaaaabba, 2, 80, 1, 0
0, baabaaabaaaabaa, 2, 80, 0, 1
0, bbaaaabbaaaabba, 3, 80, 0, 0
0, baabaaabaaaabaa, 3, 80, 1, 1
0, bbaaaabbaaaabba, 4, 80, 0, 0
0, baabaaabaaaabaa, 4, 80, 1, 1
0, bbaaaabbaaaabba, 5, 80, 1, 0
0, baabaaabaaaabaa, 5, 80, 0, 1
0, bbaaaabbaaaabba, 6, 80, 0, 0
0, baabaaabaaaabaa, 6, 80, 0, 1
0, bbaaaabbaaaabba, 7, 80, 1, 0
0, baabaaabaaaabaa, 7, 80, 0, 1
0, bbaaaabbaaaabba, 8, 80, 0, 0
0, baabaaabaaaabaa, 8, 80, 1, 1
0, bbaaaabbaaaabba, 9, 80, 0, 0
0, baabaaabaaaabaa, 9, 80, 0, 1
0, bbaaaabbaaaabba, 10, 80, 0, 0
0, baabaaabaaaabaa, 10, 80, 1, 1
0, bbaaaabbaaaabba, 11, 80, 0, 0
0, baabaaabaaaabaa, 11, 80, 0, 1
0, bbaaaabbaaaabba, 12, 80, 0, 0
0, baabaaabaaaabaa, 12, 80, 1, 1
0, bbaaaabbaaaabba, 13, 80, 0, 0
0, baabaaabaaaabaa, 13, 80, 0, 1
0, bbaaaabbaaaabba, 14, 80, 0, 0
0, baabaaabaaaabaa, 14, 80, 1, 1
0, bbaaaabbaaaabba, 0, 81, 0, 0
0, baabaaabaaaabaa, 0, 81, 0, 1
0, bbaaaabbaaaabba, 1, 81, 1, 0
0, baabaaabaaaabaa, 1, 81, 0, 1
0, bbaaaabbaaaabba, 2, 81, 0, 0
0, baabaaabaaaabaa, 2, 81, 1, 1
0, bbaaaabbaaaabba, 3, 81, 0, 0
0, baabaaabaaaabaa, 3, 81, 0, 1
0, bbaaaabbaaaabba, 4, 81, 1, 0
0, baabaaabaaaabaa, 4, 81, 0, 1
0, bbaaaabbaaaabba, 5, 81, 1, 0
0, baabaaabaaaabaa, 5, 81, 1, 1
0, bbaaaabbaaaabba, 6, 81, 0, 0
0, baabaaabaaaabaa, 6, 81, 1, 1
0, bbaaaabbaaaabba, 7, 81, 1, 0
0, baabaaabaaaabaa, 7, 81, 0, 1
0, bbaaaabbaaaabba, 8, 81, 0, 0
0, baabaaabaaaabaa, 8, 81, 0, 1
0, bbaaaabbaaaabba, 9, 81, 1, 0
0, baabaaabaaaabaa, 9, 81, 1, 1
0, bbaaaabbaaaabba, 10, 81, 1, 0
0, baabaaabaaaabaa, 10, 81, 1, 1
0, bbaaaabbaaaabba, 11, 81, 1, 0
0, baabaaabaaaabaa, 11, 81, 1, 1
0, bbaaaabbaaaabba, 12, 81, 0, 0
0, baabaaabaaaabaa, 12, 81, 0, 1
0, bbaaaabbaaaabba, 13, 81, 1, 0
0, baabaaabaaaabaa, 13, 81, 0, 1
0, bbaaaabbaaaabba, 14, 81, 0, 0
0, baabaaabaaaabaa, 14, 81, 1, 1
0, babaababaababaa, 0, 82, 1, 0
0, aaaaaabbbbbbbbb, 0, 82, 1, 1
0, babaababaababaa, 1, 82, 1, 0
0, aaaaaabbbbbbbbb, 1, 82, 0, 1
0, babaababaababaa, 2, 82, 1, 0
0, aaaaaabbbbbbbbb, 2, 82, 1, 1
0, babaababaababaa, 3, 82, 1, 0
0, aaaaaabbbbbbbbb, 3, 82, 1, 1
0, babaababaababaa, 4, 82, 0, 0
0, aaaaaabbbbbbbbb, 4, 82, 1, 1
0, babaababaababaa, 5, 82, 0, 0
0, aaaaaabbbbbbbbb, 5, 82, 1, 1
0, babaababaababaa, 6, 82, 1, 0
0, aaaaaabbbbbbbbb, 6, 82, 0, 1
0, babaababaababaa, 7, 82, 0, 0
0, aaaaaabbbbbbbbb, 7, 82, 0, 1
0, babaababaababaa, 8, 82, 0, 0
0, aaaaaabbbbbbbbb, 8, 82, 1, 1
0, babaababaababaa, 9, 82, 1, 0
0, aaaaaabbbbbbbbb, 9, 82, 1, 1
0, babaababaababaa, 10, 82, 1, 0
0, aaaaaabbbbbbbbb, 10, 82, 1, 1
0, babaababaababaa, 11, 82, 1, 0
0, aaaaaabbbbbbbbb, 11, 82, 1, 1
0, babaababaababaa, 12, 82, 1, 0
0, aaaaaabbbbbbbbb, 12, 82, 0, 1
0, babaababaababaa, 13, 82, 1, 0
0, aaaaaabbbbbbbbb, 13, 82, 1, 1
0, babaababaababaa, 14, 82, 1, 0
0, aaaaaabbbbbbbbb, 14, 82, 1, 1
0, babaababaababaa, 0, 83, 0, 0
0, aaaaaabbbbbbbbb, 0, 83, 1, 1
0, babaababaababaa, 1, 83, 0, 0
0, aaaaaabbbbbbbbb, 1, 83, 0, 1
0, babaababaababaa, 2, 83, 1, 0
0, aaaaaabbbbbbbbb, 2, 83, 0, 1
0, babaababaababaa, 3, 83, 1, 0
0, aaaaaabbbbbbbbb, 3, 83, 1, 1
0, babaababaababaa, 4, 83, 0, 0
0, aaaaaabbbbbbbbb, 4, 83, 1, 1
0, babaababaababaa, 5, 83, 0, 0
0, aaaaaabbbbbbbbb, 5, 83, 1, 1
0, babaababaababaa, 6, 83, 0, 0
0, aaaaaabbbbbbbbb, 6, 83, 0, 1
0, babaababaababaa, 7, 83, 1, 0
0, aaaaaabbbbbbbbb, 7, 83, 0, 1
0, babaababaababaa, 8, 83, 1, 0
0, aaaaaabbbbbbbbb, 8, 83, 1, 1
0, babaababaababaa, 9, 83, 1, 0
0, aaaaaabbbbbbbbb, 9, 83, 1, 1
0, babaababaababaa, 10, 83, 1, 0
0, aaaaaabbbbbbbbb, 10, 83, 1, 1
0, babaababaababaa, 11, 83, 1, 0
0, aaaaaabbbbbbbbb, 11, 83, 1, 1
0, babaababaababaa, 12, 83, 1, 0
0, aaaaaabbbbbbbbb, 12, 83, 0, 1
0, babaababaababaa, 13, 83, 0, 0
0, aaaaaabbbbbbbbb, 13, 83, 0, 1
0, babaababaababaa, 14, 83, 0, 0
0, aaaaaabbbbbbbbb, 14, 83, 1, 1
0, babaababaababaa, 0, 84, 0, 0
0, aaaaaabbbbbbbbb, 0, 84, 0, 1
0, babaababaababaa, 1, 84, 0, 0
0, aaaaaabbbbbbbbb, 1, 84, 1, 1
0, babaababaababaa, 2, 84, 1, 0
0, aaaaaabbbbbbbbb, 2, 84, 0, 1
0, babaababaababaa, 3, 84, 1, 0
0, aaaaaabbbbbbbbb, 3, 84, 1, 1
0, babaababaababaa, 4, 84, 0, 0
0, aaaaaabbbbbbbbb, 4, 84, 1, 1
0, babaababaababaa, 5, 84, 1, 0
0, aaaaaabbbbbbbbb, 5, 84, 1, 1
0, babaababaababaa, 6, 84, 0, 0
0, aaaaaabbbbbbbbb, 6, 84, 0, 1
0, babaababaababaa, 7, 84, 1, 0
0, aaaaaabbbbbbbbb, 7, 84, 1, 1
0, babaababaababaa, 8, 84, 1, 0
0, aaaaaabbbbbbbbb, 8, 84, 1, 1
0, babaababaababaa, 9, 84, 1, 0
0, aaaaaabbbbbbbbb, 9, 84, 1, 1
0, babaababaababaa, 10, 84, 1, 0
0, aaaaaabbbbbbbbb, 10, 84, 1, 1
0, babaababaababaa, 11, 84, 1, 0
0, aaaaaabbbbbbbbb, 11, 84, 1, 1
0, babaababaababaa, 12, 84, 1, 0
0, aaaaaabbbbbbbbb, 12, 84, 0, 1
0, babaababaababaa, 13, 84, 1, 0
0, aaaaaabbbbbbbbb, 13, 84, 1, 1
0, babaababaababaa, 14, 84, 1, 0
0, aaaaaabbbbbbbbb, 14, 84, 1, 1
0, babaababaababaa, 0, 85, 0, 0
0, aaaaaabbbbbbbbb, 0, 85, 1, 1
0, babaababaababaa, 1, 85, 0, 0
0, aaaaaabbbbbbbbb, 1, 85, 1, 1
0, babaababaababaa, 2, 85, 1, 0
0, aaaaaabbbbbbbbb, 2, 85, 1, 1
0, babaababaababaa, 3, 85, 1, 0
0, aaaaaabbbbbbbbb, 3, 85, 1, 1
0, babaababaababaa, 4, 85, 0, 0
0, aaaaaabbbbbbbbb, 4, 85, 1, 1
0, babaababaababaa, 5, 85, 1, 0
0, aaaaaabbbbbbbbb, 5, 85, 1, 1
0, babaababaababaa, 6, 85, 0, 0
0, aaaaaabbbbbbbbb, 6, 85, 0, 1
0, babaababaababaa, 7, 85, 1, 0
0, aaaaaabbbbbbbbb, 7, 85, 0, 1
0, babaababaababaa, 8, 85, 1, 0
0, aaaaaabbbbbbbbb, 8, 85, 1, 1
0, babaababaababaa, 9, 85, 0, 0
0, aaaaaabbbbbbbbb, 9, 85, 1, 1
0, babaababaababaa, 10, 85, 1, 0
0, aaaaaabbbbbbbbb, 10, 85, 1, 1
0, babaababaababaa, 11, 85, 1, 0
0, aaaaaabbbbbbbbb, 11, 85, 1, 1
0, babaababaababaa, 12, 85, 1, 0
0, aaaaaabbbbbbbbb, 12, 85, 1, 1
0, babaababaababaa, 13, 85, 1, 0
0, aaaaaabbbbbbbbb, 13, 85, 1, 1
0, babaababaababaa, 14, 85, 1, 0
0, aaaaaabbbbbbbbb, 14, 85, 1, 1
0, babaababaababaa, 0, 86, 1, 0
0, aaaaaabbbbbbbbb, 0, 86, 1, 1
0, babaababaababaa, 1, 86, 0, 0
0, aaaaaabbbbbbbbb, 1, 86, 0, 1
0, babaababaababaa, 2, 86, 1, 0
0, aaaaaabbbbbbbbb, 2, 86, 0, 1
0, babaababaababaa, 3, 86, 1, 0
0, aaaaaabbbbbbbbb, 3, 86, 0, 1
0, babaababaababaa, 4, 86, 0, 0
0, aaaaaabbbbbbbbb, 4, 86, 0, 1
0, babaababaababaa, 5, 86, 1, 0
0, aaaaaabbbbbbbbb, 5, 86, 0, 1
0, babaababaababaa, 6, 86, 1, 0
0, aaaaaabbbbbbbbb, 6, 86, 0, 1
0, babaababaababaa, 7, 86, 1, 0
0, aaaaaabbbbbbbbb, 7, 86, 0, 1
0, babaababaababaa, 8, 86, 0, 0
0, aaaaaabbbbbbbbb, 8, 86, 1, 1
0, babaababaababaa, 9, 86, 1, 0
0, aaaaaabbbbbbbbb, 9, 86, 1, 1
0, babaababaababaa, 10, 86, 1, 0
0, aaaaaabbbbbbbbb, 10, 86, 1, 1
0, babaababaababaa, 11, 86, 1, 0
0, aaaaaabbbbbbbbb, 11, 86, 1, 1
0, babaababaababaa, 12, 86, 1, 0
0, aaaaaabbbbbbbbb, 12, 86, 0, 1
0, babaababaababaa, 13, 86, 1, 0
0, aaaaaabbbbbbbbb, 13, 86, 0, 1
0, babaababaababaa, 14, 86, 1, 0
0, aaaaaabbbbbbbbb, 14, 86, 1, 1
0, babaababaababaa, 0, 87, 1, 0
0, aaaaaabbbbbbbbb, 0, 87, 0, 1
0, babaababaababaa, 1, 87, 0, 0
0, aaaaaabbbbbbbbb, 1, 87, 0, 1
0, babaababaababaa, 2, 87, 1, 0
0, aaaaaabbbbbbbbb, 2, 87, 0, 1
0, babaababaababaa, 3, 87, 1, 0
0, aaaaaabbbbbbbbb, 3, 87, 1, 1
0, babaababaababaa, 4, 87, 0, 0
0, aaaaaabbbbbbbbb, 4, 87, 1, 1
0, babaababaababaa, 5, 87, 1, 0
0, aaaaaabbbbbbbbb, 5, 87, 1, 1
0, babaababaababaa, 6, 87, 1, 0
0, aaaaaabbbbbbbbb, 6, 87, 0, 1
0, babaababaababaa, 7, 87, 1, 0
0, aaaaaabbbbbbbbb, 7, 87, 0, 1
0, babaababaababaa, 8, 87, 1, 0
0, aaaaaabbbbbbbbb, 8, 87, 1, 1
0, babaababaababaa, 9, 87, 0, 0
0, aaaaaabbbbbbbbb, 9, 87, 1, 1
0, babaababaababaa, 10, 87, 1, 0
0, aaaaaabbbbbbbbb, 10, 87, 1, 1
0, babaababaababaa, 11, 87, 1, 0
0, aaaaaabbbbbbbbb, 11, 87, 1, 1
0, babaababaababaa, 12, 87, 1, 0
0, aaaaaabbbbbbbbb, 12, 87, 1, 1
0, babaababaababaa, 13, 87, 1, 0
0, aaaaaabbbbbbbbb, 13, 87, 1, 1
0, babaababaababaa, 14, 87, 1, 0
0, aaaaaabbbbbbbbb, 14, 87, 1, 1
0, babaababaababaa, 0, 88, 0, 0
0, aaaaaabbbbbbbbb, 0, 88, 0, 1
0, babaababaababaa, 1, 88, 0, 0
0, aaaaaabbbbbbbbb, 1, 88, 0, 1
0, babaababaababaa, 2, 88, 1, 0
0, aaaaaabbbbbbbbb, 2, 88, 0, 1
0, babaababaababaa, 3, 88, 1, 0
0, aaaaaabbbbbbbbb, 3, 88, 0, 1
0, babaababaababaa, 4, 88, 0, 0
0, aaaaaabbbbbbbbb, 4, 88, 0, 1
0, babaababaababaa, 5, 88, 0, 0
0, aaaaaabbbbbbbbb, 5, 88, 1, 1
0, babaababaababaa, 6, 88, 1, 0
0, aaaaaabbbbbbbbb, 6, 88, 0, 1
0, babaababaababaa, 7, 88, 0, 0
0, aaaaaabbbbbbbbb, 7, 88, 1, 1
0, babaababaababaa, 8, 88, 1, 0
0, aaaaaabbbbbbbbb, 8, 88, 1, 1
0, babaababaababaa, 9, 88, 0, 0
0, aaaaaabbbbbbbbb, 9, 88, 0, 1
0, babaababaababaa, 10, 88, 1, 0
0, aaaaaabbbbbbbbb, 10, 88, 0, 1
0, babaababaababaa, 11, 88, 1, 0
0, aaaaaabbbbbbbbb, 11, 88, 0, 1
0, babaababaababaa, 12, 88, 0, 0
0, aaaaaabbbbbbbbb, 12, 88, 0, 1
0, babaababaababaa, 13, 88, 0, 0
0, aaaaaabbbbbbbbb, 13, 88, 1, 1
0, babaababaababaa, 14, 88, 0, 0
0, aaaaaabbbbbbbbb, 14, 88, 1, 1
0, babaababaababaa, 0, 89, 1, 0
0, aaaaaabbbbbbbbb, 0, 89, 1, 1
0, babaababaababaa, 1, 89, 0, 0
0, aaaaaabbbbbbbbb, 1, 89, 0, 1
0, babaababaababaa, 2, 89, 1, 0
0, aaaaaabbbbbbbbb, 2, 89, 1, 1
0, babaababaababaa, 3, 89, 1, 0
0, aaaaaabbbbbbbbb, 3, 89, 0, 1
0, babaababaababaa, 4, 89, 0, 0
0, aaaaaabbbbbbbbb, 4, 89, 0, 1
0, babaababaababaa, 5, 89, 0, 0
0, aaaaaabbbbbbbbb, 5, 89, 1, 1
0, babaababaababaa, 6, 89, 0, 0
0, aaaaaabbbbbbbbb, 6, 89, 0, 1
0, babaababaababaa, 7, 89, 0, 0
0, aaaaaabbbbbbbbb, 7, 89, 1, 1
0, babaababaababaa, 8, 89, 1, 0
0, aaaaaabbbbbbbbb, 8, 89, 1, 1
0, babaababaababaa, 9, 89, 0, 0
0, aaaaaabbbbbbbbb, 9, 89, 1, 1
0, babaababaababaa, 10, 89, 1, 0
0, aaaaaabbbbbbbbb, 10, 89, 1, 1
0, babaababaababaa, 11, 89, 1, 0
0, aaaaaabbbbbbbbb, 11, 89, 1, 1
0, babaababaababaa, 12, 89, 1, 0
0, aaaaaabbbbbbbbb, 12, 89, 0, 1
0, babaababaababaa, 13, 89, 1, 0
0, aaaaaabbbbbbbbb, 13, 89, 1, 1
0, babaababaababaa, 14, 89, 0, 0
0, aaaaaabbbbbbbbb, 14, 89, 1, 1
0, babaababaababaa, 0, 90, 0, 0
0, aaaaaabbbbbbbbb, 0, 90, 0, 1
0, babaababaababaa, 1, 90, 0, 0
0, aaaaaabbbbbbbbb, 1, 90, 1, 1
0, babaababaababaa, 2, 90, 1, 0
0, aaaaaabbbbbbbbb, 2, 90, 1, 1
0, babaababaababaa, 3, 90, 0, 0
0, aaaaaabbbbbbbbb, 3, 90, 1, 1
0, babaababaababaa, 4, 90, 0, 0
0, aaaaaabbbbbbbbb, 4, 90, 1, 1
0, babaababaababaa, 5, 90, 1, 0
0, aaaaaabbbbbbbbb, 5, 90, 1, 1
0, babaababaababaa, 6, 90, 0, 0
0, aaaaaabbbbbbbbb, 6, 90, 0, 1
0, babaababaababaa, 7, 90, 1, 0
0, aaaaaabbbbbbbbb, 7, 90, 0, 1
0, babaababaababaa, 8, 90, 0, 0
0, aaaaaabbbbbbbbb, 8, 90, 0, 1
0, babaababaababaa, 9, 90, 0, 0
0, aaaaaabbbbbbbbb, 9, 90, 1, 1
0, babaababaababaa, 10, 90, 1, 0
0, aaaaaabbbbbbbbb, 10, 90, 1, 1
0, babaababaababaa, 11, 90, 0, 0
0, aaaaaabbbbbbbbb, 11, 90, 1, 1
0, babaababaababaa, 12, 90, 1, 0
0, aaaaaabbbbbbbbb, 12, 90, 1, 1
0, babaababaababaa, 13, 90, 0, 0
0, aaaaaabbbbbbbbb, 13, 90, 1, 1
0, babaababaababaa, 14, 90, 0, 0
0, aaaaaabbbbbbbbb, 14, 90, 1, 1
0, babaababaababaa, 0, 91, 0, 0
0, aaaaaabbbbbbbbb, 0, 91, 0, 1
0, babaababaababaa, 1, 91, 0, 0
0, aaaaaabbbbbbbbb, 1, 91, 0, 1
0, babaababaababaa, 2, 91, 1, 0
0, aaaaaabbbbbbbbb, 2, 91, 1, 1
0, babaababaababaa, 3, 91, 1, 0
0, aaaaaabbbbbbbbb, 3, 91, 1, 1
0, babaababaababaa, 4, 91, 0, 0
0, aaaaaabbbbbbbbb, 4, 91, 1, 1
0, babaababaababaa, 5, 91, 1, 0
0, aaaaaabbbbbbbbb, 5, 91, 1, 1
0, babaababaababaa, 6, 91, 0, 0
0, aaaaaabbbbbbbbb, 6, 91, 0, 1
0, babaababaababaa, 7, 91, 1, 0
0, aaaaaabbbbbbbbb, 7, 91, 1, 1
0, babaababaababaa, 8, 91, 1, 0
0, aaaaaabbbbbbbbb, 8, 91, 1, 1
0, babaababaababaa, 9, 91, 1, 0
0, aaaaaabbbbbbbbb, 9, 91, 1, 1
0, babaababaababaa, 10, 91, 1, 0
0, aaaaaabbbbbbbbb, 10, 91, 1, 1
0, babaababaababaa, 11, 91, 1, 0
0, aaaaaabbbbbbbbb, 11, 91, 1, 1
0, babaababaababaa, 12, 91, 1, 0
0, aaaaaabbbbbbbbb, 12, 91, 0, 1
0, babaababaababaa, 13, 91, 1, 0
0, aaaaaabbbbbbbbb, 13, 91, 0, 1
0, babaababaababaa, 14, 91, 1, 0
0, aaaaaabbbbbbbbb, 14, 91, 1, 1
0, ababbababbababb, 0, 92, 1, 0
0, abaabaaabaaaaba, 0, 92, 0, 1
0, ababbababbababb, 1, 92, 0, 0
0, abaabaaabaaaaba, 1, 92, 1, 1
0, ababbababbababb, 2, 92, 1, 0
0, abaabaaabaaaaba, 2, 92, 1, 1
0, ababbababbababb, 3, 92, 1, 0
0, abaabaaabaaaaba, 3, 92, 1, 1
0, ababbababbababb, 4, 92, 0, 0
0, abaabaaabaaaaba, 4, 92, 1, 1
0, ababbababbababb, 5, 92, 1, 0
0, abaabaaabaaaaba, 5, 92, 1, 1
0, ababbababbababb, 6, 92, 1, 0
0, abaabaaabaaaaba, 6, 92, 0, 1
0, ababbababbababb, 7, 92, 0, 0
0, abaabaaabaaaaba, 7, 92, 1, 1
0, ababbababbababb, 8, 92, 1, 0
0, abaabaaabaaaaba, 8, 92, 1, 1
0, ababbababbababb, 9, 92, 1, 0
0, abaabaaabaaaaba, 9, 92, 1, 1
0, ababbababbababb, 10, 92, 1, 0
0, abaabaaabaaaaba, 10, 92, 0, 1
0, ababbababbababb, 11, 92, 1, 0
0, abaabaaabaaaaba, 11, 92, 1, 1
0, ababbababbababb, 12, 92, 1, 0
0, abaabaaabaaaaba, 12, 92, 1, 1
0, ababbababbababb, 13, 92, 1, 0
0, abaabaaabaaaaba, 13, 92, 1, 1
0, ababbababbababb, 14, 92, 1, 0
0, abaabaaabaaaaba, 14, 92, 1, 1
0, ababbababbababb, 0, 93, 1, 0
0, abaabaaabaaaaba, 0, 93, 1, 1
0, ababbababbababb, 1, 93, 0, 0
0, abaabaaabaaaaba, 1, 93, 1, 1
0, ababbababbababb, 2, 93, 1, 0
0, abaabaaabaaaaba, 2, 93, 1, 1
0, ababbababbababb, 3, 93, 1, 0
0, abaabaaabaaaaba, 3, 93, 0, 1
0, ababbababbababb, 4, 93, 0, 0
0, abaabaaabaaaaba, 4, 93, 1, 1
0, ababbababbababb, 5, 93, 1, 0
0, abaabaaabaaaaba, 5, 93, 1, 1
0, ababbababbababb, 6, 93, 1, 0
0, abaabaaabaaaaba, 6, 93, 0, 1
0, ababbababbababb, 7, 93, 1, 0
0, abaabaaabaaaaba, 7, 93, 0, 1
0, ababbababbababb, 8, 93, 1, 0
0, abaabaaabaaaaba, 8, 93, 1, 1
0, ababbababbababb, 9, 93, 1, 0
0, abaabaaabaaaaba, 9, 93, 1, 1
0, ababbababbababb, 10, 93, 1, 0
0, abaabaaabaaaaba, 10, 93, 1, 1
0, ababbababbababb, 11, 93, 1, 0
0, abaabaaabaaaaba, 11, 93, 1, 1
0, ababbababbababb, 12, 93, 1, 0
0, abaabaaabaaaaba, 12, 93, 1, 1
0, ababbababbababb, 13, 93, 1, 0
0, abaabaaabaaaaba, 13, 93, 1, 1
0, ababbababbababb, 14, 93, 1, 0
0, abaabaaabaaaaba, 14, 93, 1, 1
0, ababbababbababb, 0, 94, 0, 0
0, abaabaaabaaaaba, 0, 94, 1, 1
0, ababbababbababb, 1, 94, 1, 0
0, abaabaaabaaaaba, 1, 94, 1, 1
0, ababbababbababb, 2, 94, 1, 0
0, abaabaaabaaaaba, 2, 94, 1, 1
0, ababbababbababb, 3, 94, 1, 0
0, abaabaaabaaaaba, 3, 94, 0, 1
0, ababbababbababb, 4, 94, 0, 0
0, abaabaaabaaaaba, 4, 94, 1, 1
0, ababbababbababb, 5, 94, 0, 0
0, abaabaaabaaaaba, 5, 94, 1, 1
0, ababbababbababb, 6, 94, 1, 0
0, abaabaaabaaaaba, 6, 94, 0, 1
0, ababbababbababb, 7, 94, 1, 0
0, abaabaaabaaaaba, 7, 94, 0, 1
0, ababbababbababb, 8, 94, 1, 0
0, abaabaaabaaaaba, 8, 94, 1, 1
0, ababbababbababb, 9, 94, 0, 0
0, abaabaaabaaaaba, 9, 94, 1, 1
0, ababbababbababb, 10, 94, 1, 0
0, abaabaaabaaaaba, 10, 94, 0, 1
0, ababbababbababb, 11, 94, 1, 0
0, abaabaaabaaaaba, 11, 94, 1, 1
0, ababbababbababb, 12, 94, 1, 0
0, abaabaaabaaaaba, 12, 94, 1, 1
0, ababbababbababb, 13, 94, 1, 0
0, abaabaaabaaaaba, 13, 94, 0, 1
0, ababbababbababb, 14, 94, 0, 0
0, abaabaaabaaaaba, 14, 94, 0, 1
0, ababbababbababb, 0, 95, 1, 0
0, abaabaaabaaaaba, 0, 95, 0, 1
0, ababbababbababb, 1, 95, 1, 0
0, abaabaaabaaaaba, 1, 95, 1, 1
0, ababbababbababb, 2, 95, 0, 0
0, abaabaaabaaaaba, 2, 95, 1, 1
0, ababbababbababb, 3, 95, 1, 0
0, abaabaaabaaaaba, 3, 95, 1, 1
0, ababbababbababb, 4, 95, 1, 0
0, abaabaaabaaaaba, 4, 95, 1, 1
0, ababbababbababb, 5, 95, 1, 0
0, abaabaaabaaaaba, 5, 95, 0, 1
0, ababbababbababb, 6, 95, 1, 0
0, abaabaaabaaaaba, 6, 95, 0, 1
0, ababbababbababb, 7, 95, 1, 0
0, abaabaaabaaaaba, 7, 95, 0, 1
0, ababbababbababb, 8, 95, 0, 0
0, abaabaaabaaaaba, 8, 95, 1, 1
0, ababbababbababb, 9, 95, 0, 0
0, abaabaaabaaaaba, 9, 95, 0, 1
0, ababbababbababb, 10, 95, 1, 0
0, abaabaaabaaaaba, 10, 95, 0, 1
0, ababbababbababb, 11, 95, 1, 0
0, abaabaaabaaaaba, 11, 95, 1, 1
0, ababbababbababb, 12, 95, 0, 0
0, abaabaaabaaaaba, 12, 95, 0, 1
0, ababbababbababb, 13, 95, 0, 0
0, abaabaaabaaaaba, 13, 95, 1, 1
0, ababbababbababb, 14, 95, 1, 0
0, abaabaaabaaaaba, 14, 95, 0, 1
