consistent, condition, timestep, subject, correct, which
0, aaaaaabbbbbbbbb, 13, 371, 1, 1
0, aaaabababababab, 14, 371, 1, 0
0, aaaaaabbbbbbbbb, 14, 371, 1, 1
0, aaaabababababab, 0, 372, 0, 0
0, aaaaaabbbbbbbbb, 0, 372, 0, 1
0, aaaabababababab, 1, 372, 1, 0
0, aaaaaabbbbbbbbb, 1, 372, 1, 1
0, aaaabababababab, 2, 372, 1, 0
0, aaaaaabbbbbbbbb, 2, 372, 1, 1
0, aaaabababababab, 3, 372, 1, 0
0, aaaaaabbbbbbbbb, 3, 372, 1, 1
0, aaaabababababab, 4, 372, 0, 0
0, aaaaaabbbbbbbbb, 4, 372, 1, 1
0, aaaabababababab, 5, 372, 0, 0
0, aaaaaabbbbbbbbb, 5, 372, 0, 1
0, aaaabababababab, 6, 372, 0, 0
0, aaaaaabbbbbbbbb, 6, 372, 0, 1
0, aaaabababababab, 7, 372, 0, 0
0, aaaaaabbbbbbbbb, 7, 372, 1, 1
0, aaaabababababab, 8, 372, 0, 0
0, aaaaaabbbbbbbbb, 8, 372, 1, 1
0, aaaabababababab, 9, 372, 0, 0
0, aaaaaabbbbbbbbb, 9, 372, 1, 1
0, aaaabababababab, 10, 372, 0, 0
0, aaaaaabbbbbbbbb, 10, 372, 1, 1
0, aaaabababababab, 11, 372, 1, 0
0, aaaaaabbbbbbbbb, 11, 372, 1, 1
0, aaaabababababab, 12, 372, 1, 0
0, aaaaaabbbbbbbbb, 12, 372, 1, 1
0, aaaabababababab, 13, 372, 1, 0
0, aaaaaabbbbbbbbb, 13, 372, 1, 1
0, aaaabababababab, 14, 372, 1, 0
0, aaaaaabbbbbbbbb, 14, 372, 1, 1
0, aaaabababababab, 0, 373, 1, 0
0, aaaaaabbbbbbbbb, 0, 373, 0, 1
0, aaaabababababab, 1, 373, 0, 0
0, aaaaaabbbbbbbbb, 1, 373, 1, 1
0, aaaabababababab, 2, 373, 1, 0
0, aaaaaabbbbbbbbb, 2, 373, 1, 1
0, aaaabababababab, 3, 373, 1, 0
0, aaaaaabbbbbbbbb, 3, 373, 1, 1
0, aaaabababababab, 4, 373, 0, 0
0, aaaaaabbbbbbbbb, 4, 373, 0, 1
0, aaaabababababab, 5, 373, 0, 0
0, aaaaaabbbbbbbbb, 5, 373, 1, 1
0, aaaabababababab, 6, 373, 0, 0
0, aaaaaabbbbbbbbb, 6, 373, 0, 1
0, aaaabababababab, 7, 373, 1, 0
0, aaaaaabbbbbbbbb, 7, 373, 0, 1
0, aaaabababababab, 8, 373, 1, 0
0, aaaaaabbbbbbbbb, 8, 373, 0, 1
0, aaaabababababab, 9, 373, 1, 0
0, aaaaaabbbbbbbbb, 9, 373, 1, 1
0, aaaabababababab, 10, 373, 1, 0
0, aaaaaabbbbbbbbb, 10, 373, 1, 1
0, aaaabababababab, 11, 373, 1, 0
0, aaaaaabbbbbbbbb, 11, 373, 1, 1
0, aaaabababababab, 12, 373, 1, 0
0, aaaaaabbbbbbbbb, 12, 373, 0, 1
0, aaaabababababab, 13, 373, 1, 0
0, aaaaaabbbbbbbbb, 13, 373, 1, 1
0, aaaabababababab, 14, 373, 1, 0
0, aaaaaabbbbbbbbb, 14, 373, 1, 1
0, aaaabababababab, 0, 374, 0, 0
0, aaaaaabbbbbbbbb, 0, 374, 1, 1
0, aaaabababababab, 1, 374, 1, 0
0, aaaaaabbbbbbbbb, 1, 374, 1, 1
0, aaaabababababab, 2, 374, 1, 0
0, aaaaaabbbbbbbbb, 2, 374, 1, 1
0, aaaabababababab, 3, 374, 1, 0
0, aaaaaabbbbbbbbb, 3, 374, 0, 1
0, aaaabababababab, 4, 374, 0, 0
0, aaaaaabbbbbbbbb, 4, 374, 1, 1
0, aaaabababababab, 5, 374, 1, 0
0, aaaaaabbbbbbbbb, 5, 374, 1, 1
0, aaaabababababab, 6, 374, 0, 0
0, aaaaaabbbbbbbbb, 6, 374, 0, 1
0, aaaabababababab, 7, 374, 1, 0
0, aaaaaabbbbbbbbb, 7, 374, 0, 1
0, aaaabababababab, 8, 374, 0, 0
0, aaaaaabbbbbbbbb, 8, 374, 1, 1
0, aaaabababababab, 9, 374, 1, 0
0, aaaaaabbbbbbbbb, 9, 374, 1, 1
0, aaaabababababab, 10, 374, 1, 0
0, aaaaaabbbbbbbbb, 10, 374, 1, 1
0, aaaabababababab, 11, 374, 1, 0
0, aaaaaabbbbbbbbb, 11, 374, 1, 1
0, aaaabababababab, 12, 374, 1, 0
0, aaaaaabbbbbbbbb, 12, 374, 1, 1
0, aaaabababababab, 13, 374, 1, 0
0, aaaaaabbbbbbbbb, 13, 374, 1, 1
0, aaaabababababab, 14, 374, 1, 0
0, aaaaaabbbbbbbbb, 14, 374, 1, 1
0, aaaabababababab, 0, 375, 0, 0
0, aaaaaabbbbbbbbb, 0, 375, 0, 1
0, aaaabababababab, 1, 375, 0, 0
0, aaaaaabbbbbbbbb, 1, 375, 0, 1
0, aaaabababababab, 2, 375, 0, 0
0, aaaaaabbbbbbbbb, 2, 375, 0, 1
0, aaaabababababab, 3, 375, 0, 0
0, aaaaaabbbbbbbbb, 3, 375, 0, 1
0, aaaabababababab, 4, 375, 0, 0
0, aaaaaabbbbbbbbb, 4, 375, 0, 1
0, aaaabababababab, 5, 375, 0, 0
0, aaaaaabbbbbbbbb, 5, 375, 0, 1
0, aaaabababababab, 6, 375, 0, 0
0, aaaaaabbbbbbbbb, 6, 375, 1, 1
0, aaaabababababab, 7, 375, 1, 0
0, aaaaaabbbbbbbbb, 7, 375, 1, 1
0, aaaabababababab, 8, 375, 0, 0
0, aaaaaabbbbbbbbb, 8, 375, 1, 1
0, aaaabababababab, 9, 375, 1, 0
0, aaaaaabbbbbbbbb, 9, 375, 1, 1
0, aaaabababababab, 10, 375, 0, 0
0, aaaaaabbbbbbbbb, 10, 375, 1, 1
0, aaaabababababab, 11, 375, 1, 0
0, aaaaaabbbbbbbbb, 11, 375, 1, 1
0, aaaabababababab, 12, 375, 0, 0
0, aaaaaabbbbbbbbb, 12, 375, 1, 1
0, aaaabababababab, 13, 375, 1, 0
0, aaaaaabbbbbbbbb, 13, 375, 1, 1
0, aaaabababababab, 14, 375, 0, 0
0, aaaaaabbbbbbbbb, 14, 375, 1, 1
0, aaaabababababab, 0, 376, 1, 0
0, aaaaaabbbbbbbbb, 0, 376, 1, 1
0, aaaabababababab, 1, 376, 0, 0
0, aaaaaabbbbbbbbb, 1, 376, 0, 1
0, aaaabababababab, 2, 376, 1, 0
0, aaaaaabbbbbbbbb, 2, 376, 1, 1
0, aaaabababababab, 3, 376, 1, 0
0, aaaaaabbbbbbbbb, 3, 376, 1, 1
0, aaaabababababab, 4, 376, 0, 0
0, aaaaaabbbbbbbbb, 4, 376, 0, 1
0, aaaabababababab, 5, 376, 0, 0
0, aaaaaabbbbbbbbb, 5, 376, 1, 1
0, aaaabababababab, 6, 376, 0, 0
0, aaaaaabbbbbbbbb, 6, 376, 0, 1
0, aaaabababababab, 7, 376, 0, 0
0, aaaaaabbbbbbbbb, 7, 376, 0, 1
0, aaaabababababab, 8, 376, 1, 0
0, aaaaaabbbbbbbbb, 8, 376, 1, 1
0, aaaabababababab, 9, 376, 1, 0
0, aaaaaabbbbbbbbb, 9, 376, 1, 1
0, aaaabababababab, 10, 376, 1, 0
0, aaaaaabbbbbbbbb, 10, 376, 1, 1
0, aaaabababababab, 11, 376, 1, 0
0, aaaaaabbbbbbbbb, 11, 376, 0, 1
0, aaaabababababab, 12, 376, 1, 0
0, aaaaaabbbbbbbbb, 12, 376, 1, 1
0, aaaabababababab, 13, 376, 1, 0
0, aaaaaabbbbbbbbb, 13, 376, 1, 1
0, aaaabababababab, 14, 376, 1, 0
0, aaaaaabbbbbbbbb, 14, 376, 1, 1
0, aaaabababababab, 0, 377, 0, 0
0, aaaaaabbbbbbbbb, 0, 377, 0, 1
0, aaaabababababab, 1, 377, 1, 0
0, aaaaaabbbbbbbbb, 1, 377, 1, 1
0, aaaabababababab, 2, 377, 1, 0
0, aaaaaabbbbbbbbb, 2, 377, 1, 1
0, aaaabababababab, 3, 377, 1, 0
0, aaaaaabbbbbbbbb, 3, 377, 1, 1
0, aaaabababababab, 4, 377, 0, 0
0, aaaaaabbbbbbbbb, 4, 377, 1, 1
0, aaaabababababab, 5, 377, 1, 0
0, aaaaaabbbbbbbbb, 5, 377, 1, 1
0, aaaabababababab, 6, 377, 0, 0
0, aaaaaabbbbbbbbb, 6, 377, 0, 1
0, aaaabababababab, 7, 377, 1, 0
0, aaaaaabbbbbbbbb, 7, 377, 1, 1
0, aaaabababababab, 8, 377, 0, 0
0, aaaaaabbbbbbbbb, 8, 377, 1, 1
0, aaaabababababab, 9, 377, 1, 0
0, aaaaaabbbbbbbbb, 9, 377, 1, 1
0, aaaabababababab, 10, 377, 1, 0
0, aaaaaabbbbbbbbb, 10, 377, 1, 1
0, aaaabababababab, 11, 377, 1, 0
0, aaaaaabbbbbbbbb, 11, 377, 1, 1
0, aaaabababababab, 12, 377, 1, 0
0, aaaaaabbbbbbbbb, 12, 377, 1, 1
0, aaaabababababab, 13, 377, 1, 0
0, aaaaaabbbbbbbbb, 13, 377, 1, 1
0, aaaabababababab, 14, 377, 0, 0
0, aaaaaabbbbbbbbb, 14, 377, 1, 1
0, aaaabababababab, 0, 378, 1, 0
0, aaaaaabbbbbbbbb, 0, 378, 0, 1
0, aaaabababababab, 1, 378, 1, 0
0, aaaaaabbbbbbbbb, 1, 378, 1, 1
0, aaaabababababab, 2, 378, 0, 0
0, aaaaaabbbbbbbbb, 2, 378, 1, 1
0, aaaabababababab, 3, 378, 0, 0
0, aaaaaabbbbbbbbb, 3, 378, 1, 1
0, aaaabababababab, 4, 378, 1, 0
0, aaaaaabbbbbbbbb, 4, 378, 1, 1
0, aaaabababababab, 5, 378, 0, 0
0, aaaaaabbbbbbbbb, 5, 378, 0, 1
0, aaaabababababab, 6, 378, 0, 0
0, aaaaaabbbbbbbbb, 6, 378, 0, 1
0, aaaabababababab, 7, 378, 1, 0
0, aaaaaabbbbbbbbb, 7, 378, 0, 1
0, aaaabababababab, 8, 378, 0, 0
0, aaaaaabbbbbbbbb, 8, 378, 1, 1
0, aaaabababababab, 9, 378, 1, 0
0, aaaaaabbbbbbbbb, 9, 378, 1, 1
0, aaaabababababab, 10, 378, 0, 0
0, aaaaaabbbbbbbbb, 10, 378, 1, 1
0, aaaabababababab, 11, 378, 1, 0
0, aaaaaabbbbbbbbb, 11, 378, 1, 1
0, aaaabababababab, 12, 378, 0, 0
0, aaaaaabbbbbbbbb, 12, 378, 1, 1
0, aaaabababababab, 13, 378, 1, 0
0, aaaaaabbbbbbbbb, 13, 378, 0, 1
0, aaaabababababab, 14, 378, 1, 0
0, aaaaaabbbbbbbbb, 14, 378, 1, 1
0, aaaabababababab, 0, 379, 0, 0
0, aaaaaabbbbbbbbb, 0, 379, 0, 1
0, aaaabababababab, 1, 379, 1, 0
0, aaaaaabbbbbbbbb, 1, 379, 1, 1
0, aaaabababababab, 2, 379, 1, 0
0, aaaaaabbbbbbbbb, 2, 379, 1, 1
0, aaaabababababab, 3, 379, 1, 0
0, aaaaaabbbbbbbbb, 3, 379, 1, 1
0, aaaabababababab, 4, 379, 0, 0
0, aaaaaabbbbbbbbb, 4, 379, 1, 1
0, aaaabababababab, 5, 379, 1, 0
0, aaaaaabbbbbbbbb, 5, 379, 1, 1
0, aaaabababababab, 6, 379, 0, 0
0, aaaaaabbbbbbbbb, 6, 379, 0, 1
0, aaaabababababab, 7, 379, 1, 0
0, aaaaaabbbbbbbbb, 7, 379, 0, 1
0, aaaabababababab, 8, 379, 0, 0
0, aaaaaabbbbbbbbb, 8, 379, 0, 1
0, aaaabababababab, 9, 379, 1, 0
0, aaaaaabbbbbbbbb, 9, 379, 0, 1
0, aaaabababababab, 10, 379, 0, 0
0, aaaaaabbbbbbbbb, 10, 379, 1, 1
0, aaaabababababab, 11, 379, 1, 0
0, aaaaaabbbbbbbbb, 11, 379, 1, 1
0, aaaabababababab, 12, 379, 0, 0
0, aaaaaabbbbbbbbb, 12, 379, 1, 1
0, aaaabababababab, 13, 379, 1, 0
0, aaaaaabbbbbbbbb, 13, 379, 1, 1
0, aaaabababababab, 14, 379, 0, 0
0, aaaaaabbbbbbbbb, 14, 379, 1, 1
0, aaaabababababab, 0, 380, 1, 0
0, aaaaaabbbbbbbbb, 0, 380, 0, 1
0, aaaabababababab, 1, 380, 1, 0
0, aaaaaabbbbbbbbb, 1, 380, 0, 1
0, aaaabababababab, 2, 380, 1, 0
0, aaaaaabbbbbbbbb, 2, 380, 1, 1
0, aaaabababababab, 3, 380, 1, 0
0, aaaaaabbbbbbbbb, 3, 380, 1, 1
0, aaaabababababab, 4, 380, 0, 0
0, aaaaaabbbbbbbbb, 4, 380, 1, 1
0, aaaabababababab, 5, 380, 1, 0
0, aaaaaabbbbbbbbb, 5, 380, 0, 1
0, aaaabababababab, 6, 380, 0, 0
0, aaaaaabbbbbbbbb, 6, 380, 0, 1
0, aaaabababababab, 7, 380, 1, 0
0, aaaaaabbbbbbbbb, 7, 380, 0, 1
0, aaaabababababab, 8, 380, 0, 0
0, aaaaaabbbbbbbbb, 8, 380, 0, 1
0, aaaabababababab, 9, 380, 1, 0
0, aaaaaabbbbbbbbb, 9, 380, 1, 1
0, aaaabababababab, 10, 380, 0, 0
0, aaaaaabbbbbbbbb, 10, 380, 1, 1
0, aaaabababababab, 11, 380, 1, 0
0, aaaaaabbbbbbbbb, 11, 380, 1, 1
0, aaaabababababab, 12, 380, 0, 0
0, aaaaaabbbbbbbbb, 12, 380, 1, 1
0, aaaabababababab, 13, 380, 1, 0
0, aaaaaabbbbbbbbb, 13, 380, 1, 1
0, aaaabababababab, 14, 380, 0, 0
0, aaaaaabbbbbbbbb, 14, 380, 1, 1
0, aaaabababababab, 0, 381, 1, 0
0, aaaaaabbbbbbbbb, 0, 381, 1, 1
0, aaaabababababab, 1, 381, 0, 0
0, aaaaaabbbbbbbbb, 1, 381, 1, 1
0, aaaabababababab, 2, 381, 1, 0
0, aaaaaabbbbbbbbb, 2, 381, 1, 1
0, aaaabababababab, 3, 381, 1, 0
0, aaaaaabbbbbbbbb, 3, 381, 1, 1
0, aaaabababababab, 4, 381, 0, 0
0, aaaaaabbbbbbbbb, 4, 381, 1, 1
0, aaaabababababab, 5, 381, 0, 0
0, aaaaaabbbbbbbbb, 5, 381, 0, 1
0, aaaabababababab, 6, 381, 0, 0
0, aaaaaabbbbbbbbb, 6, 381, 0, 1
0, aaaabababababab, 7, 381, 0, 0
0, aaaaaabbbbbbbbb, 7, 381, 0, 1
0, aaaabababababab, 8, 381, 1, 0
0, aaaaaabbbbbbbbb, 8, 381, 1, 1
0, aaaabababababab, 9, 381, 1, 0
0, aaaaaabbbbbbbbb, 9, 381, 1, 1
0, aaaabababababab, 10, 381, 1, 0
0, aaaaaabbbbbbbbb, 10, 381, 1, 1
0, aaaabababababab, 11, 381, 1, 0
0, aaaaaabbbbbbbbb, 11, 381, 1, 1
0, aaaabababababab, 12, 381, 1, 0
0, aaaaaabbbbbbbbb, 12, 381, 1, 1
0, aaaabababababab, 13, 381, 1, 0
0, aaaaaabbbbbbbbb, 13, 381, 0, 1
0, aaaabababababab, 14, 381, 1, 0
0, aaaaaabbbbbbbbb, 14, 381, 1, 1
0, aabaabaabaabaab, 0, 382, 1, 0
0, bbbbaaaaaaaaaaa, 0, 382, 1, 1
0, aabaabaabaabaab, 1, 382, 0, 0
0, bbbbaaaaaaaaaaa, 1, 382, 0, 1
0, aabaabaabaabaab, 2, 382, 1, 0
0, bbbbaaaaaaaaaaa, 2, 382, 0, 1
0, aabaabaabaabaab, 3, 382, 0, 0
0, bbbbaaaaaaaaaaa, 3, 382, 0, 1
0, aabaabaabaabaab, 4, 382, 0, 0
0, bbbbaaaaaaaaaaa, 4, 382, 0, 1
0, aabaabaabaabaab, 5, 382, 0, 0
0, bbbbaaaaaaaaaaa, 5, 382, 1, 1
0, aabaabaabaabaab, 6, 382, 0, 0
0, bbbbaaaaaaaaaaa, 6, 382, 1, 1
0, aabaabaabaabaab, 7, 382, 0, 0
0, bbbbaaaaaaaaaaa, 7, 382, 1, 1
0, aabaabaabaabaab, 8, 382, 1, 0
0, bbbbaaaaaaaaaaa, 8, 382, 0, 1
0, aabaabaabaabaab, 9, 382, 1, 0
0, bbbbaaaaaaaaaaa, 9, 382, 1, 1
0, aabaabaabaabaab, 10, 382, 1, 0
0, bbbbaaaaaaaaaaa, 10, 382, 1, 1
0, aabaabaabaabaab, 11, 382, 1, 0
0, bbbbaaaaaaaaaaa, 11, 382, 1, 1
0, aabaabaabaabaab, 12, 382, 1, 0
0, bbbbaaaaaaaaaaa, 12, 382, 1, 1
0, aabaabaabaabaab, 13, 382, 1, 0
0, bbbbaaaaaaaaaaa, 13, 382, 1, 1
0, aabaabaabaabaab, 14, 382, 1, 0
0, bbbbaaaaaaaaaaa, 14, 382, 1, 1
0, aabaabaabaabaab, 0, 383, 1, 0
0, bbbbaaaaaaaaaaa, 0, 383, 1, 1
0, aabaabaabaabaab, 1, 383, 0, 0
0, bbbbaaaaaaaaaaa, 1, 383, 0, 1
0, aabaabaabaabaab, 2, 383, 1, 0
0, bbbbaaaaaaaaaaa, 2, 383, 0, 1
0, aabaabaabaabaab, 3, 383, 1, 0
0, bbbbaaaaaaaaaaa, 3, 383, 0, 1
0, aabaabaabaabaab, 4, 383, 0, 0
0, bbbbaaaaaaaaaaa, 4, 383, 1, 1
0, aabaabaabaabaab, 5, 383, 1, 0
0, bbbbaaaaaaaaaaa, 5, 383, 0, 1
0, aabaabaabaabaab, 6, 383, 1, 0
0, bbbbaaaaaaaaaaa, 6, 383, 1, 1
0, aabaabaabaabaab, 7, 383, 0, 0
0, bbbbaaaaaaaaaaa, 7, 383, 1, 1
0, aabaabaabaabaab, 8, 383, 1, 0
0, bbbbaaaaaaaaaaa, 8, 383, 0, 1
0, aabaabaabaabaab, 9, 383, 1, 0
0, bbbbaaaaaaaaaaa, 9, 383, 0, 1
0, aabaabaabaabaab, 10, 383, 1, 0
0, bbbbaaaaaaaaaaa, 10, 383, 0, 1
0, aabaabaabaabaab, 11, 383, 1, 0
0, bbbbaaaaaaaaaaa, 11, 383, 0, 1
0, aabaabaabaabaab, 12, 383, 1, 0
0, bbbbaaaaaaaaaaa, 12, 383, 1, 1
0, aabaabaabaabaab, 13, 383, 1, 0
0, bbbbaaaaaaaaaaa, 13, 383, 1, 1
0, aabaabaabaabaab, 14, 383, 1, 0
0, bbbbaaaaaaaaaaa, 14, 383, 1, 1
0, aabaabaabaabaab, 0, 384, 0, 0
0, bbbbaaaaaaaaaaa, 0, 384, 1, 1
0, aabaabaabaabaab, 1, 384, 0, 0
0, bbbbaaaaaaaaaaa, 1, 384, 0, 1
0, aabaabaabaabaab, 2, 384, 0, 0
0, bbbbaaaaaaaaaaa, 2, 384, 0, 1
0, aabaabaabaabaab, 3, 384, 0, 0
0, bbbbaaaaaaaaaaa, 3, 384, 0, 1
0, aabaabaabaabaab, 4, 384, 1, 0
0, bbbbaaaaaaaaaaa, 4, 384, 0, 1
0, aabaabaabaabaab, 5, 384, 1, 0
0, bbbbaaaaaaaaaaa, 5, 384, 1, 1
0, aabaabaabaabaab, 6, 384, 1, 0
0, bbbbaaaaaaaaaaa, 6, 384, 1, 1
0, aabaabaabaabaab, 7, 384, 1, 0
0, bbbbaaaaaaaaaaa, 7, 384, 1, 1
0, aabaabaabaabaab, 8, 384, 1, 0
0, bbbbaaaaaaaaaaa, 8, 384, 0, 1
0, aabaabaabaabaab, 9, 384, 1, 0
0, bbbbaaaaaaaaaaa, 9, 384, 0, 1
0, aabaabaabaabaab, 10, 384, 1, 0
0, bbbbaaaaaaaaaaa, 10, 384, 1, 1
0, aabaabaabaabaab, 11, 384, 1, 0
0, bbbbaaaaaaaaaaa, 11, 384, 1, 1
0, aabaabaabaabaab, 12, 384, 1, 0
0, bbbbaaaaaaaaaaa, 12, 384, 1, 1
0, aabaabaabaabaab, 13, 384, 1, 0
0, bbbbaaaaaaaaaaa, 13, 384, 1, 1
0, aabaabaabaabaab, 14, 384, 1, 0
0, bbbbaaaaaaaaaaa, 14, 384, 1, 1
0, aabaabaabaabaab, 0, 385, 1, 0
0, bbbbaaaaaaaaaaa, 0, 385, 0, 1
0, aabaabaabaabaab, 1, 385, 1, 0
0, bbbbaaaaaaaaaaa, 1, 385, 0, 1
0, aabaabaabaabaab, 2, 385, 1, 0
0, bbbbaaaaaaaaaaa, 2, 385, 0, 1
0, aabaabaabaabaab, 3, 385, 1, 0
0, bbbbaaaaaaaaaaa, 3, 385, 0, 1
0, aabaabaabaabaab, 4, 385, 0, 0
0, bbbbaaaaaaaaaaa, 4, 385, 0, 1
0, aabaabaabaabaab, 5, 385, 0, 0
0, bbbbaaaaaaaaaaa, 5, 385, 1, 1
0, aabaabaabaabaab, 6, 385, 0, 0
0, bbbbaaaaaaaaaaa, 6, 385, 1, 1
0, aabaabaabaabaab, 7, 385, 1, 0
0, bbbbaaaaaaaaaaa, 7, 385, 1, 1
0, aabaabaabaabaab, 8, 385, 0, 0
0, bbbbaaaaaaaaaaa, 8, 385, 0, 1
0, aabaabaabaabaab, 9, 385, 0, 0
0, bbbbaaaaaaaaaaa, 9, 385, 1, 1
0, aabaabaabaabaab, 10, 385, 1, 0
0, bbbbaaaaaaaaaaa, 10, 385, 1, 1
0, aabaabaabaabaab, 11, 385, 1, 0
0, bbbbaaaaaaaaaaa, 11, 385, 1, 1
0, aabaabaabaabaab, 12, 385, 1, 0
0, bbbbaaaaaaaaaaa, 12, 385, 1, 1
0, aabaabaabaabaab, 13, 385, 1, 0
0, bbbbaaaaaaaaaaa, 13, 385, 1, 1
0, aabaabaabaabaab, 14, 385, 1, 0
0, bbbbaaaaaaaaaaa, 14, 385, 1, 1
0, aabaabaabaabaab, 0, 386, 1, 0
0, bbbbaaaaaaaaaaa, 0, 386, 0, 1
0, aabaabaabaabaab, 1, 386, 1, 0
0, bbbbaaaaaaaaaaa, 1, 386, 0, 1
0, aabaabaabaabaab, 2, 386, 1, 0
0, bbbbaaaaaaaaaaa, 2, 386, 0, 1
0, aabaabaabaabaab, 3, 386, 0, 0
0, bbbbaaaaaaaaaaa, 3, 386, 1, 1
0, aabaabaabaabaab, 4, 386, 1, 0
0, bbbbaaaaaaaaaaa, 4, 386, 0, 1
0, aabaabaabaabaab, 5, 386, 0, 0
0, bbbbaaaaaaaaaaa, 5, 386, 0, 1
0, aabaabaabaabaab, 6, 386, 1, 0
0, bbbbaaaaaaaaaaa, 6, 386, 1, 1
0, aabaabaabaabaab, 7, 386, 1, 0
0, bbbbaaaaaaaaaaa, 7, 386, 1, 1
0, aabaabaabaabaab, 8, 386, 1, 0
0, bbbbaaaaaaaaaaa, 8, 386, 0, 1
0, aabaabaabaabaab, 9, 386, 1, 0
0, bbbbaaaaaaaaaaa, 9, 386, 1, 1
0, aabaabaabaabaab, 10, 386, 1, 0
0, bbbbaaaaaaaaaaa, 10, 386, 1, 1
0, aabaabaabaabaab, 11, 386, 1, 0
0, bbbbaaaaaaaaaaa, 11, 386, 1, 1
0, aabaabaabaabaab, 12, 386, 1, 0
0, bbbbaaaaaaaaaaa, 12, 386, 1, 1
0, aabaabaabaabaab, 13, 386, 1, 0
0, bbbbaaaaaaaaaaa, 13, 386, 1, 1
0, aabaabaabaabaab, 14, 386, 1, 0
0, bbbbaaaaaaaaaaa, 14, 386, 1, 1
0, aabaabaabaabaab, 0, 387, 0, 0
0, bbbbaaaaaaaaaaa, 0, 387, 0, 1
0, aabaabaabaabaab, 1, 387, 0, 0
0, bbbbaaaaaaaaaaa, 1, 387, 0, 1
0, aabaabaabaabaab, 2, 387, 0, 0
0, bbbbaaaaaaaaaaa, 2, 387, 0, 1
0, aabaabaabaabaab, 3, 387, 1, 0
0, bbbbaaaaaaaaaaa, 3, 387, 1, 1
0, aabaabaabaabaab, 4, 387, 1, 0
0, bbbbaaaaaaaaaaa, 4, 387, 0, 1
0, aabaabaabaabaab, 5, 387, 0, 0
0, bbbbaaaaaaaaaaa, 5, 387, 0, 1
0, aabaabaabaabaab, 6, 387, 1, 0
0, bbbbaaaaaaaaaaa, 6, 387, 0, 1
0, aabaabaabaabaab, 7, 387, 1, 0
0, bbbbaaaaaaaaaaa, 7, 387, 1, 1
0, aabaabaabaabaab, 8, 387, 0, 0
0, bbbbaaaaaaaaaaa, 8, 387, 0, 1
0, aabaabaabaabaab, 9, 387, 1, 0
0, bbbbaaaaaaaaaaa, 9, 387, 1, 1
0, aabaabaabaabaab, 10, 387, 1, 0
0, bbbbaaaaaaaaaaa, 10, 387, 1, 1
0, aabaabaabaabaab, 11, 387, 1, 0
0, bbbbaaaaaaaaaaa, 11, 387, 1, 1
0, aabaabaabaabaab, 12, 387, 1, 0
0, bbbbaaaaaaaaaaa, 12, 387, 1, 1
0, aabaabaabaabaab, 13, 387, 1, 0
0, bbbbaaaaaaaaaaa, 13, 387, 1, 1
0, aabaabaabaabaab, 14, 387, 1, 0
0, bbbbaaaaaaaaaaa, 14, 387, 1, 1
0, aabaabaabaabaab, 0, 388, 0, 0
0, bbbbaaaaaaaaaaa, 0, 388, 0, 1
0, aabaabaabaabaab, 1, 388, 1, 0
0, bbbbaaaaaaaaaaa, 1, 388, 1, 1
0, aabaabaabaabaab, 2, 388, 1, 0
0, bbbbaaaaaaaaaaa, 2, 388, 1, 1
0, aabaabaabaabaab, 3, 388, 1, 0
0, bbbbaaaaaaaaaaa, 3, 388, 0, 1
0, aabaabaabaabaab, 4, 388, 1, 0
0, bbbbaaaaaaaaaaa, 4, 388, 1, 1
0, aabaabaabaabaab, 5, 388, 0, 0
0, bbbbaaaaaaaaaaa, 5, 388, 0, 1
0, aabaabaabaabaab, 6, 388, 0, 0
0, bbbbaaaaaaaaaaa, 6, 388, 1, 1
0, aabaabaabaabaab, 7, 388, 1, 0
0, bbbbaaaaaaaaaaa, 7, 388, 1, 1
0, aabaabaabaabaab, 8, 388, 0, 0
0, bbbbaaaaaaaaaaa, 8, 388, 0, 1
0, aabaabaabaabaab, 9, 388, 0, 0
0, bbbbaaaaaaaaaaa, 9, 388, 1, 1
0, aabaabaabaabaab, 10, 388, 1, 0
0, bbbbaaaaaaaaaaa, 10, 388, 1, 1
0, aabaabaabaabaab, 11, 388, 0, 0
0, bbbbaaaaaaaaaaa, 11, 388, 1, 1
0, aabaabaabaabaab, 12, 388, 0, 0
0, bbbbaaaaaaaaaaa, 12, 388, 1, 1
0, aabaabaabaabaab, 13, 388, 1, 0
0, bbbbaaaaaaaaaaa, 13, 388, 1, 1
0, aabaabaabaabaab, 14, 388, 0, 0
0, bbbbaaaaaaaaaaa, 14, 388, 1, 1
0, aabaabaabaabaab, 0, 389, 0, 0
0, bbbbaaaaaaaaaaa, 0, 389, 0, 1
0, aabaabaabaabaab, 1, 389, 0, 0
0, bbbbaaaaaaaaaaa, 1, 389, 0, 1
0, aabaabaabaabaab, 2, 389, 0, 0
0, bbbbaaaaaaaaaaa, 2, 389, 1, 1
0, aabaabaabaabaab, 3, 389, 0, 0
0, bbbbaaaaaaaaaaa, 3, 389, 1, 1
0, aabaabaabaabaab, 4, 389, 1, 0
0, bbbbaaaaaaaaaaa, 4, 389, 1, 1
0, aabaabaabaabaab, 5, 389, 0, 0
0, bbbbaaaaaaaaaaa, 5, 389, 0, 1
0, aabaabaabaabaab, 6, 389, 0, 0
0, bbbbaaaaaaaaaaa, 6, 389, 1, 1
0, aabaabaabaabaab, 7, 389, 0, 0
0, bbbbaaaaaaaaaaa, 7, 389, 0, 1
0, aabaabaabaabaab, 8, 389, 0, 0
